strike,type,symbols,bid,ask,mid,spread_pct,min_size,volume,delta_k,variance_bid,variance_mid,variance_ask,weight_pct
43.0,Put,GGAL260918P00043000,0.58,1.03,0.8049999999999999,55.90062111801244,24.0,,1.0,0.016356331607818894,0.022701460248783122,0.02904658888974735,18.376264321728065
44.0,Put/Call,GGAL260918C00044000 + GGAL260918P00044000,0.755,2.285,1.52,100.65789473684212,26.0,,1.5,0.030501955430932703,0.061407910271546635,0.09231386511216057,49.708167590469856
46.0,Call,GGAL260918C00046000,0.12,1.48,0.8,170.0,327.0,,2.0,0.005914123683499864,0.03942749122333243,0.07294085876316499,31.915568087802086
